121,"Društvo ljubiteljev ZF Prizma: Star Trek večer, počastitev 40. obletnice Zvezdnih stez",,2006-11-20 18:00:00+01,16
333,Društvo ljubiteljev ZF Prizma: Večer o ameriškem avtorju Georgeu R.R. Martinu,,2007-04-16 18:00:00+02,16
294,Društvo ljubiteljev ZF Prizma: Večer s starodavnimi bogovi,,2007-03-05 18:00:00+01,16
123,Društvo ljubiteljev ZF Prizma: Večer strahov,0,2006-11-06 18:00:00+01,16
654,Društvo popotnih fotografov,,2008-12-18 18:00:00+01,16
564,HTML5 in ostale nove sladkarije,15,2008-03-19 19:00:00+01,6
1420,Duh Silicijeve doline v Srednji Evropi,22,2011-08-31 09:00:00+02,16
187,"DWI.bot: robot simulator vožnje pod vplivom alkohola, gostovanje na festivalu Roboexotica, Dunaj",,2006-12-05 20:00:00+01,13
744,E8 an important part of the Microsoft platform. Building add-ons for IE8 using ASP.net and Jquery,25,2009-04-15 19:00:00+02,6
970,EESTEC / delavnica,,2010-10-29 09:00:00+02,16
968,EESTEC / delavnica,,2010-10-28 09:00:00+02,16
967,EESTEC / delavnica,,2010-10-27 08:00:00+02,16
966,EESTEC / delavnica,,2010-10-26 14:00:00+02,16
969,EESTEC / delavnica,,2010-10-28 15:00:00+02,16
965,EESTEC / predavanje,,2010-10-26 09:00:00+02,16
272,Ekološki pogreb mojega računalnika - sistemske rešitve,,2007-02-26 18:00:00+01,16
815,FreeForAll LAN Party,18,2009-12-11 20:00:00+01,42
857,Ekonomika interneta,22,2010-03-17 19:00:00+01,6
1442,Enhanced Mitigation Experience Toolkit,12,2011-10-18 19:00:00+02,1
813,Ekosistem spletne pornografije,23,2010-01-20 19:00:00+01,6
538,Ekranova filmska šola,,2008-05-22 18:00:00+02,16
530,Ekranova filmska šola,,2008-03-25 18:00:00+01,16
533,Ekranova filmska šola,,2008-05-08 18:00:00+02,16
537,Ekranova filmska šola,,2008-05-13 18:00:00+02,16
536,Ekranova filmska šola,,2008-05-06 18:00:00+02,16
529,Ekranova filmska šola,,2008-03-18 18:00:00+01,16
528,Ekranova filmska šola,8,2008-03-11 18:00:00+01,16
527,Ekranova filmska šola,,2008-03-04 18:00:00+01,16
531,Ekranova filmska šola,,2008-04-01 18:00:00+02,16
532,Ekranova filmska šola,,2008-04-08 18:00:00+02,16
567,Ekranova filmska šola,,2008-04-10 18:00:00+02,16
274,Ekranova mala šola pogleda,,2007-01-18 16:00:00+01,16
273,Ekranova Mala šola pogleda,,2007-01-11 16:00:00+01,16
221,Ekranova Mala šola pogleda,,2006-12-04 16:00:00+01,11
595,E-laborat (novinarska konferenca),,2008-06-19 11:00:00+02,16
69,"Elementi uporabniške izkušnje, David Rozman",0,2006-05-17 19:00:00+02,6
807,FreeForAll LAN Party,14,2009-11-27 20:00:00+01,42
612,Enotna prijava v spletne aplikacije,36,2008-10-28 19:00:00+01,1
188,Erazmus: Movie Night,,2006-11-28 18:00:00+01,16
119,"Err0r: Regresija vsakdana - variacija na temo, multimedijski performans",0,2006-11-03 20:00:00+01,5
125,"Err0r: Regresija vsakdana - variacija na temo, multimedijski performans",0,2006-11-02 20:00:00+01,5
363,ESTEC,,2007-04-10 16:00:00+02,16
132,E-študent,0,2006-11-21 19:00:00+01,1
1539,"/ETC: Igra, predstavitve, mreženje in druženje",13,2012-03-09 15:00:00+01,8
1540,/ETC: predstavitve umetnic,14,2012-03-10 14:00:00+01,8
1,"Fansubbing, Miha Jenko",0,2006-02-14 19:00:00+01,1
628,FDV obisk muzeja,,2008-10-23 12:00:00+02,7
868,Feng Shui,,2010-04-01 17:00:00+02,16
1363,film'šteka - odpade,0,2011-03-07 20:00:00+01,4
1311,Film'štekin MARATON: Dan Ljubezni,26,2010-12-02 20:00:00+01,4
975, Interaktivno oblikovanje & Poetika vsakdanjih predmetov,36,2010-11-04 19:00:00+01,8
886,Festival HAIP10 // Open call submission deladline,,2010-05-09 23:00:00+02,15
373,"Fižično ožičevanje ali ""Kaj se skriva za priključkom v steni?"" (Boštjan Janežič)",,2007-05-22 19:00:00+02,1
10,Fiziki,0,2006-03-22 17:00:00+01,11
33,"Fiziki, ogled filma",0,2006-03-08 20:00:00+01,11
1810,Tresk #4 - novinarska konferenca,14,2013-02-26 12:00:00+01,21
885,Festival HAIP10 // Rok za prijavo k sodelovanju,,2010-05-09 23:00:00+02,15
598,Festival Lupa 2008 v Kiberpipi: Studio 12 in INePA vabita na delavnico in okroglo mizo o IKT,,2008-09-26 14:00:00+02,16
1488,"Film je umetnost električne energije, nabolj seksi tok pa prihaja iz razcepljenih atomov",0,2011-12-22 12:00:00+01,16
592,Firefox 3 Release Event 2008,,2008-06-24 11:00:00+02,17
79,francoski studentje - filmska projekcija,0,2006-05-31 20:00:00+02,11
1907,[odpade] Bio simpozij na temo robotov,0,2013-05-17 19:00:00+02,53
606,Flash - kaj je že to?,27,2008-10-08 19:00:00+02,6
473,FLOSS Priročniki (Adam Hyde),4,2007-12-04 20:00:00+01,1
544,FOSDEM (Kiberpipa),14,2008-03-04 19:00:00+01,1
490,"FPGA, CPLD in VHDL - programirljiva logika: 1. del - uvod ",,2008-01-12 13:00:00+01,3
491,"FPGA, CPLD in VHDL - programirljiva logika: 2. del - napredni uporabniki (dr. Uroš Mali)",,2008-01-19 13:00:00+01,3
1331,Interna Blender delavnica,4,2011-01-25 15:00:00+01,41
1329,Interna Blender delavnica,5,2011-01-18 15:00:00+01,41
816,FreeForAll LAN Party,13,2009-12-18 20:00:00+01,42
808,FreeForAll LAN Party,9,2009-12-04 20:00:00+01,42
846,FreeForAll LAN Party,11,2010-02-26 20:00:00+01,42
823,FreeForAll LAN Party,8,2010-01-15 20:00:00+01,42
852,FreeForAll LAN Party,,2010-03-05 20:00:00+01,42
699,FreeForAll LAN Party,,2009-02-27 18:00:00+01,42
58,"Frida V, Luka Frelih",0,2006-05-16 19:00:00+02,1
1332,Interna Blender delavnica,7,2011-01-27 15:00:00+01,41
115,"G404: Maja Pucelj: Interakcija, razstava digitalnih fotografij",0,2006-09-29 10:00:00+02,12
37,"G404 Otvoritev interaktivne instalacije Vrt vozlišč/Node Garden, Jee Hyun Oh",0,2006-03-13 20:00:00+01,5
130,"Internet in državni nadzor nad vsebino, Darko Bulat",0,2006-11-07 19:00:00+01,1
110,G404 razstava - Matej De Cecco: Vektorske mrcine,0,2006-11-03 20:00:00+01,12
683,Gaea+,9,2009-01-13 19:00:00+01,1
374,Galaksija (Tomaž Šolc),13,2007-05-29 19:00:00+02,1
1333,GIT v praksi,25,2011-01-25 19:00:00+01,1
1337,"gledanje filmov:Tangled, Black Swan",0,2011-02-07 17:00:00+01,33
1330,Interna Blender delavnica,6,2011-01-20 15:00:00+01,41
111,"Getting rid of Flash by using it, Daniel P. Fischer",0,2006-10-18 19:00:00+02,6
368,"Gimp delavnica v Kiberpipi, 2. del",,2007-05-22 17:00:00+02,3
369,"Gimp delavnica v Kiberpipi, 3. del",,2007-05-28 17:00:00+02,3
1391,Innovation Design in Software Development ,35,2011-05-17 19:00:00+02,1
367,"Gimp delavnica v Kiberpipi, Branko Podboj",,2007-05-21 17:00:00+02,3
1397,Git: from zero to hero,31,2011-05-26 19:00:00+02,16
1864,"Živa Petrič, Diego Menendes in Katarina Morano",20,2013-04-04 20:00:00+02,52
1294,Google AppEngine po Javansko,,2010-11-16 19:00:00+01,1
818,Google iz prve roke,300,2010-01-04 18:00:00+01,6
357,Google Summer of Code - Pogled od znotraj (Uroš Trebec),,2007-04-17 19:00:00+02,1
15,"GORI.Node Garden II, Jee Hyun Oh",0,2006-03-14 19:00:00+01,1
587,Gostovanje na Festivalu ustvarjalnosti in inovativnosti pri učenju,,2008-05-22 09:00:00+02,17
588,Gostovanje na Festivalu ustvarjalnosti in inovativnosti pri učenju,,2008-05-23 09:00:00+02,17
586,Gostovanje na Festivalu ustvarjalnosti in inovativnosti pri učenju,,2008-05-21 09:00:00+02,17
652,Grafična računalniška oprema v 70-ih ter 80-ih letih pri nas,,2008-12-01 10:00:00+01,7
722,Groovy & Grails,9,2009-05-21 19:00:00+02,37
802,Grossmannov festival v Film'Šteki,38,2009-11-26 19:00:00+01,4
324,"gst-python: GStreamer po pajtonsko, Miha Tomšič",1,2007-03-20 19:00:00+01,1
444,Gstreamer - Kaj naj z njim? (Dejan Sakelšak),10,2007-11-13 19:00:00+01,1
1289,Interno izobraževanje Študentske svetovalnice,,2010-11-10 16:00:00+01,16
1254,Gulliver's Travels (1939),8,2011-02-17 18:00:00+01,4
704,Hacking & HeadTracking ,13,2009-02-10 19:00:00+01,1
1406,Hacks/hackers sniff-up,38,2011-07-01 18:00:00+02,16
1301,Hackteria |  »Naredi sam« biolaboratorij ,8,2010-11-24 14:00:00+01,15
1303,Hackteria | »Naredi sam« biolaboratorij ,0,2010-11-26 14:00:00+01,15
1302,Hackteria | »Naredi sam« biolaboratorij ,0,2010-11-25 14:00:00+01,15
1218,HAIP,,2010-11-21 15:00:00+01,15
1219,HAIP,,2010-11-22 15:00:00+01,15
1286,Interno izobraževanje Študentske svetovalnice,,2010-11-05 16:00:00+01,31
1287,Interno izobraževanje Študentske svetovalnice,,2010-11-08 16:00:00+01,16
1284,Interno izobraževanje Študentske svetovalnice,,2010-11-03 20:33:00+01,31
1217,HAIP,,2010-11-20 19:00:00+01,15
634,HAIP 08 - Novinarska konferenca,,2008-10-28 11:00:00+01,36
1308,HAIP 10 klubski večer,210,2010-11-26 21:00:00+01,15
626,"HAIP: hekerska etika, okrogla miza in zaključni dogodek festivala",,2008-11-11 18:00:00+01,36
644,Hekane različice izkustva računalniške igre Pong,,2008-11-10 17:00:00+01,36
1224,HAIP,0,2010-11-27 15:00:00+01,15
1220,Hiša Franko: Molekularna kuhinja,230,2010-11-23 20:00:00+01,15
847,Hiter Wordpress - mokre sanje blogerjev,17,2010-03-02 19:00:00+01,1
1290,Interno izobraževanje Študentske svetovalnice,,2010-11-11 16:00:00+01,16
1387,Hoja po oblakih,21,2011-05-10 19:00:00+02,1
979,House on haunted hill,12,2010-11-04 20:00:00+01,4
749,How to win Seedcamp?,48,2009-05-13 19:00:00+02,6
929,I (don't) know what you did this summer.,,2010-09-08 18:00:00+02,6
6,"Kaj nas lahko iPod nauči o spletu, Marko Samastur",0,2006-03-08 19:00:00+01,6
745,Imaš mnenje? Povej ga.,32,2009-04-08 19:00:00+02,6
1335,Interni sestanek pipcev,8,2011-03-14 20:30:00+01,24
1285,Interno izobraževanje Študentske svetovalnice,,2010-11-04 16:00:00+01,31
1288,Interno izobraževanje Študentske svetovalnice,,2010-11-09 16:00:00+01,16
1283,Interno izobraževanje Študentske svetovalnice,,2010-11-02 16:00:00+01,31
1318,Ion Flux - predstavitev 1. faze projekta,7,2010-12-19 17:00:00+01,43
894,Itak Džafest: Girl geek party,,2010-05-06 21:00:00+02,16
182,Pipini odprti termini: Creative Commons,,2006-12-05 19:00:00+01,1
513,Izdelava Wireless anten v Kiberpipi,,2008-02-16 10:00:00+01,3
643,Iz Goto80-jevega bloga o chip-glasbi,,2008-11-07 18:00:00+01,36
1321,Izid Drupala 7,21,2011-01-07 19:00:00+01,17
1247,Izid novega KDE - odpade,0,2011-01-26 19:00:00+01,16
723,JavaOne po JavaOne.,9,2009-06-18 19:00:00+02,37
297,"Java Server Pages - Osnove, Sebastjan Trepča (Parsek)",,2007-02-07 19:00:00+01,6
478,Srečanje Mac uporabnikov,,2007-12-14 18:00:00+01,16
733,"Izložba v delu I.: Vem, da si me slišal",,2009-04-14 21:00:00+02,5
691,JBoss Application Server 5 je končno zagledal luč sveta!,14,2009-01-22 19:00:00+01,37
668,"Jakob Leben: Srbečica, instalacija",,2008-12-22 20:00:00+01,5
72,MFRU: Panorame 360°,0,2006-05-10 21:00:00+02,5
705,Janez Škrabec,39,2009-02-12 19:00:00+01,14
565,Jan Peloza: Tobačna zarota (ŠOU Mesec sociale in zdravstva),,2008-04-16 17:30:00+02,16
630,Java ME in Najdi.si mobilni zemljevid,42,2008-10-30 19:00:00+01,37
689,"Jaz sem POSH, pa ti?",12,2009-01-07 19:00:00+01,6
386,JBoss Seam in Web 2.0 (Ales Justin),30,2007-06-12 19:00:00+02,1
517,"Jernej Županič: Pogled, instalacija",5,2008-03-18 21:00:00+01,5
711,Je vaše spletno mesto podatkovna baza ali samo kup črk?,20,2009-02-25 19:00:00+01,6
310,"John G. Zabolitzky: Large-Scale Scientific Computing 1946 - 2006 (Cray-Cyber.org, Muenchen)",23,2007-04-02 19:00:00+02,7
449,jQuery - Miha Hribar / Dhimahi,30,2007-11-14 19:00:00+01,6
690,"Jugoslav Petković, Mimovrste",29,2009-01-15 19:00:00+01,14
404,Jugoslav Petkovič - Poročilo s FOWA,,2007-10-17 19:00:00+02,6
446,Kaj novega prinaša licenca GPLv3? (dr. Matija Damjan),7,2007-11-27 19:00:00+01,1
437,Kako izdelati PCB,,2007-10-26 17:00:00+02,3
436,Kako izdelati PCB,,2007-10-25 17:00:00+02,3
433,Kako izdelati PCB,,2007-10-22 17:00:00+02,3
434,Kako izdelati PCB,,2007-10-23 17:00:00+02,3
700,Kako narediti spletno mesto še bolj učinkovito - testiranje in optimizacija spletnih mest v praksi,15,2009-01-28 19:00:00+01,6
1362,Kako pohitrim mojo Android aplikacijo?,12,2011-03-29 19:00:00+02,1
352,"Kako pozabiti na tabele v bazi in delati z objekti - ORM v Javi, Phytonu in Rubyu - Uroš Jurglič",,2007-04-11 19:00:00+02,6
738,Kako razviti zelo kompleksen IS brez vrstice kode?,,2009-04-21 19:00:00+02,1
951,Kako smo z Androidom mačke naučili govoriti,,2010-10-19 19:00:00+02,1
708,Kako zaj*** je hardware starup?,6,2009-02-17 19:00:00+01,1
734,Kako zlomiti konkurenco in odnesti celo kožo,22,2009-03-31 19:00:00+02,1
1239,Koncept uporabniškega vmesnika za digitalne fotoaparate,32,2011-01-11 19:00:00+01,1
57,"Lokalizacija proste programske opreme s KBablom, Andrej Vernekar",0,2006-05-09 19:00:00+02,1
934,Kibi.si – premierna predstavitev novega spletnega trga  #wwwh 150,,2010-09-22 19:00:00+02,6
318,"Karakter karakterja (J. Kožuh, T. Semion, A. Vindiš - skupina Šerif)",,2007-04-12 20:00:00+02,12
848,Kdaj podjetja NE smejo komunicirati prek družabnih medijev?,32,2010-03-03 19:00:00+01,6
687,KDE 4.2 Release Party,25,2009-01-27 18:00:00+01,1
1408,Kiberpipa hackday,6,2011-07-06 10:00:00+02,30
31,Mednarodna pisarna,0,2006-03-02 18:30:00+01,11
13,Mednarodna pisarna,0,2006-03-23 18:30:00+01,11
40,Mednarodna pisarna,0,2006-03-16 18:30:00+01,11
1785,Pravna pisarna FSFE,2,2013-02-06 09:00:00+01,8
635,Klubski dogodek v Klubu K4: Chip's not CHEAP,,2008-11-06 23:00:00+01,36
73,MFRU: FH Hagenberg,0,2006-05-11 16:00:00+02,5
817,Kiberpipa med božičnimi in novoletnimi prazniki ,,2009-12-24 00:00:00+01,17
441,Kiberpipa na Študentski areni,,2007-10-18 12:00:00+02,11
645,:: kiberpipa.net :: Odprto brezžično omrežje Ljubljane,,2008-11-10 19:00:00+01,36
117,Kiberpipa odpira svoja vrata in z njo tudi Pipini odprti termini,0,2006-10-24 19:00:00+02,1
678,Kiberpipa v času božično-novoletnih praznikov,,2008-12-25 10:00:00+01,17
927,Kiberpipa zaključuje 9. programsko sezono,,2010-06-24 22:00:00+02,17
275,kiberpipin floor cleaning NO.1,,2007-01-07 18:00:00+01,17
304,kiberpipin floor cleaning No.2,,2007-01-21 18:00:00+01,17
92,Mednarodna pisarna,0,2006-06-15 19:30:00+02,11
458,Kiberpipin računalniški muzej: No-lan party s Commodorji64,,2007-12-10 17:00:00+01,7
867,Kiberpipin sestanek,,2010-04-06 20:30:00+02,17
1298,Koliko resnice je v knjigi 2999 SIT,28,2010-12-06 19:00:00+01,16
126,"Mesto žensk v Kiberpipi: IMA SALON - predavanja, performansi",0,2006-10-06 17:00:00+02,16
971,Konec torrentov?,,2010-10-26 19:00:00+02,1
361,Konfuzija Foto Natecaj,,2007-04-04 17:30:00+02,16
861,Krasni novi novi val,85,2010-03-25 19:00:00+01,4
1271,Kratkiči!,34,2011-04-21 20:00:00+02,4
290,"Kriminal preko elektronske pošte, dr. Matej Kovačič",,2007-02-06 19:00:00+01,1
1374,Linux – 20 dolgih let ,36,2011-04-19 19:00:00+02,1
859,Linux in igre,14,2010-03-16 19:00:00+01,1
76,"MFRU: Stefan Bindreiter, Narvika Bovcon, Barak Reiser, Aleš Vaupotič",0,2006-05-11 19:00:00+02,5
460,Ljubim bivšo / bivšega,,2007-12-03 20:00:00+01,5
501,Lahki spletni strežniki ali s čim nadomestiti okornega indijanca,24,2008-02-13 19:00:00+01,6
706,Lov na ms in 0.999,19,2009-02-19 19:00:00+01,37
928,Luciolinae,,2010-08-16 21:00:00+02,5
724,Luka Prinčič: CROSS/HIBRID,4,2009-03-26 21:00:00+01,5
725,Luka Prinčič: CROSS/HIBRID,5,2009-04-23 21:00:00+02,5
727,Luka Prinčič: CROSS/HIBRID,6,2009-06-11 21:00:00+02,5
335,"Maja Smrekar: System Cassio:pia, prostorska inštalacija",,2007-11-20 21:00:00+01,5
602,Microcop - Srečanje z novinarji,,2008-10-09 10:00:00+02,16
855,"Miha Ciglar, Tina Valentan, Nika Autor: Fiktivne situacije II",23,2010-03-22 20:00:00+01,5
445,Mandriva 2008 Installfest,,2007-11-20 18:00:00+01,1
663,Masaker povprečja,,2008-12-05 20:00:00+01,12
122,"Matevž Leskovšek in Err0r: Dih glasbe, otvoritev interaktivne zvočne inštalacije",0,2006-11-30 20:00:00+01,5
662,Med 22 najbolj perspektivnih start-upov v Evropi izbran slovenski UNIKI,23,2008-12-09 19:00:00+01,1
777,"Meditacija o LISPu, programih in življenju",16,2009-10-13 19:00:00+02,1
761,"Med mojim pogledom in vašimi očmi, otvoritev razstave",36,2009-05-22 20:00:00+02,12
93,Mednarodna pisarna,0,2006-06-22 19:30:00+02,11
23,Mednarodna pisarna,0,2006-03-30 18:30:00+02,11
94,Mednarodna pisarna,0,2006-06-28 19:30:00+02,11
35,Mednarodna pisarna,0,2006-03-09 18:30:00+01,11
911,Seja KOMISP,,2010-06-07 20:00:00+02,31
765,Mednarodni muzejski dan v računalniškem muzeju,,2009-05-18 08:00:00+02,7
892,Seja KOMISP,,2010-05-03 20:00:00+02,31
395,Mesto žensk: Bara Kolenc - predavanje,12,2007-10-12 18:00:00+02,16
394,Mesto žensk: Regine Debatty - Akcija bloganja in predavanje,8,2007-10-03 17:00:00+02,16
127,Mesto žensk v Kiberpipi: COWEB,0,2006-10-02 10:00:00+02,16
776,Mesto žensk v Kiberpipi: Feministična uprizoritvena umetnost - Avtobiografija in telo,,2009-10-13 15:00:00+02,16
427,Modsecurity in varovanje spletnih aplikacij,8,2007-10-23 19:00:00+02,1
128,Mesto žensk v Kiberpipi: IMA SALON TV,0,2006-10-02 10:00:00+02,16
120,Mesto žensk v Kiberpipi: IMA SALON TV - Prenosi dogodkov festivala Mesto žensk,0,2006-10-08 14:00:00+02,16
118,Mesto žensk v Kiberpipi: IMA SALON TV - Prenosi dogodkov festivala Mesto žensk,0,2006-10-06 14:00:00+02,16
775,Mesto žensk v Kiberpipi: Pina Bausch - bojevanje s telesnimi normami,38,2009-10-10 17:00:00+02,16
71,MFRU: Annja Krautgasser: IP-III,0,2006-05-09 14:00:00+02,5
75,MFRU: Boštjan Špetič: Decoupage,0,2006-05-11 17:00:00+02,5
78,"MFRU: Mauro Arrighi, Andrea Gastaldi,  performans",0,2006-05-09 21:00:00+02,5
74,"MFRU: Pripovednosti, Jaka Železnikar",0,2006-05-11 16:30:00+02,5
972,ŠOU svetovalnica,,2010-10-27 16:00:00+02,16
751,Mikrobloganje v volilni kampanji EU 09,29,2009-05-27 19:00:00+02,6
1450,Minecraft launch party,12,2011-11-18 18:00:00+01,33
1455,Minilo je 10 let,36,2011-11-09 19:00:00+01,17
1265,Minilo je dobro leto od kar smo na ministrski konferenci zavrnili telesne skenerje,6,2011-04-05 19:00:00+02,1
849,MobileCamp Ljubljana,219,2010-03-27 09:00:00+01,40
1565,Seja ŠOU,12,2012-04-06 10:00:00+02,31
762,MoMoSlo #0 - Pilot!,,2009-05-11 18:10:00+02,40
766,MoMoSlo #1 - Mobile Video,56,2009-06-15 19:00:00+02,40
768,MoMoSlo S02E01 - Augmented Reality,,2009-09-14 18:30:00+02,40
798,MoMoSlo S02E02: Location Based Services,,2009-10-19 18:20:00+02,40
806,MoMoSlo S02E03 - Hello Maemo!,117,2009-11-30 18:00:00+01,40
814,MoMoSlo S02E04: Communities & Trends,32,2009-12-21 18:00:00+01,40
824,MoMoSlo S02E05 - Around the World,,2010-01-18 18:00:00+01,40
843,MoMoSlo S02E06: Startup Night,,2010-02-22 18:15:00+01,40
876,MoMoSlo S02E07: Tabletworld,,2010-04-19 18:45:00+02,40
920,MoMoSlo S02E08 - Mobile Mountains,,2010-06-21 18:30:00+02,40
905,MoMoSlo S02E08 - Zaključni MoMo v tej sezoni,,2010-05-24 18:20:00+02,40
1327,MoMoSlo S03E03 - Gaming & Gamification,71,2011-01-17 19:00:00+01,40
328,Semantični splet - več kot le hype! Marko Grobelnik (Inštitut Jožef Štefan),,2007-03-21 19:00:00+01,6
339,ŠOU - sociala in zdravstvo,,2007-04-24 17:30:00+02,16
1359,MoMoSlo S03E06 - Bada & Shout’em,36,2011-03-28 19:00:00+02,40
577,"Multimedija na spletu, ali kako naredim svoj youtube",12,2008-04-29 19:00:00+02,1
1798,Pravna pisarna FSFE,0,2013-02-13 09:00:00+01,8
716,"Oblikovanje spleta, onkraj pleskanja fasade",51,2009-03-18 19:00:00+01,6
728,MyCPU,14,2009-03-10 19:00:00+01,1
945,Načini grajenja inštrumentov z odprto-kodnim programskim orodjem Pure Data - 1. del,,2010-10-03 10:45:00+02,43
946,Načini grajenja inštrumentov z odprto-kodnim programskim orodjem Pure Data - 2. del,,2010-10-04 14:45:00+02,43
949,Od Pogube do Krize,,2010-10-05 19:00:00+02,1
627,Najgloblji združevalec - Korporacijska himna,,2008-11-07 20:00:00+01,36
1221,"Naslednja narava: narava, ki jo ustvarjajo ljudje",38,2010-11-24 19:00:00+01,15
680,Natečaj za naj računalniško retro majico,,2008-12-25 10:00:00+01,7
387,"Nedine Kachornnamsong: Interakcija - Umetnost zapeljevanja, predavanje",,2007-06-07 19:00:00+02,5
667,Neven Korda: Med Dafno in Niobo,,2008-12-12 19:00:00+01,5
618,Oblikovanje spletnega mesta,27,2008-11-12 19:00:00+01,6
337,ŠOU - sociala in zdravstvo,,2007-04-10 17:30:00+02,16
336,ŠOU - sociala in zdravstvo,,2007-04-03 17:30:00+02,16
1405, No-LAN Party,27,2011-06-24 19:00:00+02,7
793,Nevrolingvistično programiranje oziroma kaj nas sodobna znanost lahko nauči o denarju in ljudeh,46,2009-11-17 19:00:00+01,1
669,"Nevron, video instalacija",,2008-12-22 20:00:00+01,5
735,Night of the living dead,10,2009-03-26 19:00:00+01,4
1514,Nikoli za vedno,33,2012-03-01 20:00:00+01,4
1445,ni SU v pipi,0,2011-11-02 19:00:00+01,6
863,Nodewatcher - sistem za poenostavitev postavitve in vzdrževanja mesh omrežja,14,2010-03-30 19:00:00+02,1
1471,Nokia: Show your skills heckathon,24,2011-11-26 08:00:00+01,16
65,No-lan party,0,2006-05-04 18:00:00+02,7
308,No-lan Party,,2007-03-01 18:00:00+01,7
1229,"""Obrazi Japonske"" fotografska razstava in potopisno predavanje",0,2010-12-15 19:00:00+01,17
1317,No-LAN Party,62,2010-12-23 19:00:00+01,7
925,No-LAN Party,33,2010-06-24 19:00:00+02,7
432,Novinarska konferenca in predavanje ob izidu prve številke revije Reartikulacija,,2007-10-29 11:00:00+01,16
8,"Novosti v Flashu 8.5, Boris Miljković - Krokar",0,2006-03-01 19:00:00+01,6
150,"Od česa lahko živijo spletne skupnosti, Jure Erjavec",0,2006-11-08 19:00:00+01,6
1799,Pravna pisarna FSFE,0,2013-02-20 09:00:00+01,8
1274,odpade,0,2011-05-09 18:20:00+02,40
1269,odpade,0,2011-04-11 18:20:00+02,16
1273,odpadejo,0,2011-05-11 19:00:00+02,6
686,Odprti standardi in odprti formati,15,2009-01-20 19:00:00+01,1
1297,Odprtokodna orodja za uspešen Python projekt,,2010-12-16 20:00:00+01,3
407,Pogled nad mesto,,2007-10-18 21:00:00+02,16
1296,Odprtokodna orodja za uspešen Python projekt,,2010-12-15 20:00:00+01,3
953,Odprtokodna orodja za uspešen Python projekt - 1. del,10,2010-10-20 20:00:00+02,3
962,Odprtokodna orodja za uspešen Python projekt - 2. del,,2010-10-21 20:00:00+02,3
20,"Odprto-kodne grafične aplikacije, Peter Čuhalev",0,2006-03-28 19:00:00+02,1
151,"Ogrodje malo drugače - continuations, Simon Belak",0,2006-11-15 19:00:00+01,6
471,Odprto kodno učno okolje Moodle (Alja Sulčič),15,2007-12-18 19:00:00+01,1
1248,Od slike do oblike,20,2011-02-01 19:00:00+01,1
417,Pogled nad mesto,,2008-03-06 21:00:00+01,16
801,Od začetka do Koale,80,2009-10-29 19:00:00+01,17
303,Ogled Apprentice sezona 6,,2007-01-22 18:00:00+01,16
1383,Ogled filma o potapljanju,20,2011-05-04 19:30:00+02,16
933,Ogled filma v Kinodvorani - organizira ŠZ ŠOU,,2010-09-14 19:00:00+02,31
891,Ogled španskih filmov,,2010-05-07 20:00:00+02,16
1323,Ogled španskih filmov,15,2011-01-07 19:00:00+01,16
1324,Ogled španskih filmov,7,2011-01-14 19:00:00+01,16
827,Ogled španskih filmov,8,2010-01-22 19:00:00+01,16
1353,Ogled španskih filmov,16,2011-03-25 19:00:00+01,16
1399,Ogled španskih filmov,16,2011-05-20 19:30:00+02,16
1400,Ogled španskih filmov,0,2011-06-03 19:00:00+02,16
835,Okrogla miza o spletni industriji (TBC *),,2010-02-03 19:00:00+01,6
322,"OpenVPN, Jure Koren",20,2007-03-06 19:00:00+01,1
1315,ŠOU svetovalnica - izobraževanje,0,2010-12-07 15:00:00+01,31
789,Okrogla miza: politizacija spleta,32,2009-10-20 19:00:00+02,1
448,Online kampanja za predsednika (Vuk Čosić),32,2007-11-07 19:00:00+01,6
292,"OpenBSD, Mitja Muženič (Kerberos d.o.o.)",,2007-02-20 19:00:00+01,1
5,OpenGL,0,2006-03-07 19:00:00+01,1
353,OpenID - Sebastjan Trepča,,2007-04-18 19:00:00+02,6
406,Pogled nad mesto,,2007-10-04 21:00:00+02,16
431,Openlaszlo - več kot flash (Anže Cesar),16,2007-10-24 19:00:00+02,6
325,Open-Wifi Ljubljana - odprto brezžično omrežje Ljubljane (ekipa Wlan-lj),,2007-03-27 19:00:00+02,1
526,ŠOU - Talentiran.si predstavitev,,2008-04-23 17:00:00+02,11
145,OpenOffice nadaljevalna brezplačna delavnica I,0,2006-11-21 18:00:00+01,3
146,OpenOffice nadaljevalna brezplačna delavnica II,0,2006-11-23 18:00:00+01,3
147,OpenOffice nadaljevalna brezplačna delavnica III,0,2006-11-28 18:00:00+01,3
148,OpenOffice nadaljevalna brezplačna delavnica IV,0,2006-11-30 18:00:00+01,3
80,OpenOffice.org sola,0,2006-05-11 12:00:00+02,11
81,OpenOffice.org sola,0,2006-05-15 12:00:00+02,11
84,OpenOffice.org šola,0,2006-05-19 11:00:00+02,11
82,OpenOffice.org šola,0,2006-05-16 12:00:00+02,11
83,OpenOffice.org šola,0,2006-05-18 12:00:00+02,11
141,OpenOffice začetniška brezplačna delavnica I,0,2006-11-07 18:00:00+01,3
142,OpenOffice začetniška brezplačna delavnica II,0,2006-11-09 18:00:00+01,3
143,OpenOffice začetniška brezplačna delavnica III,0,2006-11-14 18:00:00+01,3
